package,version,imports,suggests,repository,description
lifecycle,1.0.1,"glue, rlang (>= 0.4.10)","covr, crayon, lintr, tidyverse, knitr, rmarkdown, testthat
(>= 3.0.1), tools, tibble, vctrs",https://cran.rstudio.com/src/contrib,"Manage the life cycle of your exported functions
    with shared conventions, documentation badges, and user-friendly
    deprecation warnings."
lintr,3.0.0,"rex, crayon, codetools, cyclocomp, digest, glue, jsonlite,
knitr, stats, utils, xml2 (>= 1.0.0), xmlparsedata (>= 1.0.3),
backports","covr, httr (>= 1.2.1), mockery, patrick, pkgdown, rmarkdown,
rstudioapi (>= 0.2), testthat (>= 3.0.0), tibble, withr",https://cran.rstudio.com/src/contrib,"Checks adherence to a given style, syntax errors and possible
    semantic issues.  Supports on the fly checking of R code edited with 'RStudio IDE', 'Emacs',
    'Vim', 'Sublime Text' and 'Atom'."
listenv,0.8.0,,"R.utils, R.rsp, markdown",https://cran.rstudio.com/src/contrib,"List environments are environments that have list-like properties.  For instance, the elements of a list environment are ordered and can be accessed and iterated over using index subsetting, e.g. 'x <- listenv(a = 1, b = 2); for (i in seq_along(x)) x[[i]] <- x[[i]] ^ 2; y <- as.list(x)'."
listviewer,3.0.0,"htmltools, htmlwidgets, shiny","jsonlite, miniUI, rstudioapi",https://cran.rstudio.com/src/contrib,"R lists, especially nested lists, can be very difficult to
    visualize or represent. Sometimes 'str()' is not enough, so this suite of
    htmlwidgets is designed to help see, understand, and maybe even modify your R
    lists.  The function 'reactjson()' requires a package
    'reactR' that can be installed from CRAN or <https://github.com/timelyportfolio/reactR>."
lme4,1.1-27.1,"graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","knitr, rmarkdown, PKPDmodels, MEMSS, testthat (>= 0.8.1),
ggplot2, mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff",https://cran.rstudio.com/src/contrib,"Fit linear and generalized linear mixed-effects models.
    The models and their components are represented using S4 classes and
    methods.  The core computational algorithms are implemented using the
    'Eigen' C++ library for numerical linear algebra and 'RcppEigen' ""glue""."
lmtest,0.9-39,graphics,"car, strucchange, sandwich, dynlm, stats4, survival, AER",https://cran.rstudio.com/src/contrib,"A collection of tests, data sets, and examples
 for diagnostic checking in linear regression models. Furthermore,
 some generic tools for inference in parametric models are provided."
lobstr,1.1.2,"crayon, methods, prettyunits, rlang (>= 1.0.0)","covr, pillar, pkgdown, testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"A set of tools for inspecting and understanding R data
    structures inspired by str(). Includes ast() for visualizing abstract 
    syntax trees, ref() for showing shared references, cst() for showing 
    call stack trees, and obj_size() for computing object sizes."
lubridate,1.8.0,generics,"covr, knitr, testthat (>= 2.1.0), vctrs (>= 0.3.0), rmarkdown",https://cran.rstudio.com/src/contrib,"Functions to work with date-times and time-spans:
    fast and user friendly parsing of date-time data, extraction and
    updating of components of a date-time (years, months, days, hours,
    minutes, and seconds), algebraic manipulation on date-time and
    time-span objects. The 'lubridate' package has a consistent and
    memorable syntax that makes working with dates easy and fun.  Parts of
    the 'CCTZ' source code, released under the Apache 2.0 License, are
    included in this package. See <https://github.com/google/cctz> for
    more details."
magick,2.7.3,"Rcpp (>= 0.12.12), magrittr, curl","av (>= 0.3), spelling, jsonlite, methods, knitr, rmarkdown,
rsvg, webp, pdftools, ggplot2, gapminder, IRdisplay, tesseract
(>= 2.0), gifski",https://cran.rstudio.com/src/contrib,"Bindings to 'ImageMagick': the most comprehensive open-source image
    processing library available. Supports many common formats (png, jpeg, tiff,
    pdf, etc) and manipulations (rotate, scale, crop, trim, flip, blur, etc).
    All operations are vectorized via the Magick++ STL meaning they operate either
    on a single frame or a series of frames for working with layers, collages,
    or animation. In RStudio images are automatically previewed when printed to
    the console, resulting in an interactive editing environment. The latest 
    version of the package includes a native graphics device for creating 
    in-memory graphics or drawing onto images using pixel coordinates."
magrittr,2.0.3,,"covr, knitr, rlang, rmarkdown, testthat",https://cran.rstudio.com/src/contrib,"Provides a mechanism for chaining commands with a new
    forward-pipe operator, %>%. This operator will forward a value, or the
    result of an expression, into the next function call/expression.
    There is flexible support for the type of right-hand side expressions.
    For more information, see package vignette.  To quote Rene Magritte,
    ""Ceci n'est pas un pipe."""
mapproj,1.2.8,"stats, graphics",,https://cran.rstudio.com/src/contrib,Converts latitude/longitude into projected coordinates.
maps,3.4.0,"graphics, utils","mapproj (>= 1.2-0), mapdata (>= 2.3.0), sp, rnaturalearth",https://cran.rstudio.com/src/contrib,"Display of maps.  Projection code and larger maps are in
             separate packages ('mapproj' and 'mapdata')."
maptools,1.1-2,"foreign (>= 0.8), methods, grid, lattice, stats, utils,
grDevices","rgeos (>= 0.1-8), spatstat.geom (>= 1.65-0), PBSmapping,
maps, RColorBrewer, raster, polyclip, plotrix, spatstat.linnet
(>= 1.65-3), spatstat.utils (>= 1.19.0), spatstat (>= 2.0-0)",https://cran.rstudio.com/src/contrib,"Please note that 'maptools' will be retired by the end of 2023, plan transition at your earliest convenience; some functionality will be moved to 'sp'. Set of tools for manipulating geographic data. It includes binary access to 'GSHHG' shoreline files. The package also provides interface wrappers for exchanging spatial objects with packages such as 'PBSmapping', 'spatstat.geom', 'maps', and others."
markdown,1.1,"utils, xfun, mime (>= 0.3)","knitr, RCurl",https://cran.rstudio.com/src/contrib,"Provides R bindings to the 'Sundown' Markdown rendering library
    (<https://github.com/vmg/sundown>). Markdown is a plain-text formatting
    syntax that can be converted to 'XHTML' or other formats. See
    <http://en.wikipedia.org/wiki/Markdown> for more information about Markdown."
MASS,7.3-58,methods,"lattice, nlme, nnet, survival, gamair",https://cran.rstudio.com/src/contrib,"Functions and datasets to support Venables and Ripley,
  ""Modern Applied Statistics with S"" (4th edition, 2002)."
Matrix,1.4-1,"methods, graphics, grid, stats, utils, lattice","expm, MASS",https://cran.rstudio.com/src/contrib,"A rich hierarchy of matrix classes, including triangular,
   symmetric, and diagonal matrices, both dense and sparse and with
   pattern, logical and numeric entries.   Numerous methods for and
   operations on these matrices, using 'LAPACK' and 'SuiteSparse' libraries."
MatrixModels,0.5-0,"stats, methods, Matrix (>= 1.1-5)",,https://cran.rstudio.com/src/contrib,"Modelling with sparse and dense 'Matrix' matrices, using
  modular prediction and response module classes."
matrixStats,0.61.0,,"base64enc, ggplot2, knitr, markdown, microbenchmark,
R.devices, R.rsp",https://cran.rstudio.com/src/contrib,"High-performing functions operating on rows and columns of matrices, e.g. col / rowMedians(), col / rowRanks(), and col / rowSds().  Functions optimized per data type and for subsetted calculations such that both memory usage and processing time is minimized.  There are also optimized vector-based methods, e.g. binMeans(), madDiff() and weightedMedian()."
memoise,2.0.1,"rlang (>= 0.4.10), cachem","digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat",https://cran.rstudio.com/src/contrib,"Cache the results of a function so that when you
    call it again with the same arguments it returns the previously computed
    value."
mgcv,1.8-40,"methods, stats, graphics, Matrix, splines, utils","parallel, survival, MASS",https://cran.rstudio.com/src/contrib,"Generalized additive (mixed) models, some of their extensions and 
             other generalized ridge regression with multiple smoothing 
             parameter estimation by (Restricted) Marginal Likelihood, 
             Generalized Cross Validation and similar, or using iterated 
             nested Laplace approximation for fully Bayesian inference. See 
             Wood (2017) <doi:10.1201/9781315370279> for an overview. 
             Includes a gam() function, a wide variety of smoothers, 'JAGS' 
             support and distributions beyond the exponential family. "
Microsoft365R,2.3.4,"AzureAuth, AzureGraph (>= 1.3.1), utils, curl, httr, jsonlite,
R6, vctrs, mime","openssl, knitr, rmarkdown, testthat, blastula, emayili",https://cran.rstudio.com/src/contrib,"An interface to the 'Microsoft 365' (formerly known as 'Office 365') suite of cloud services, building on the framework supplied by the 'AzureGraph' package. Enables access from R to data stored in 'Teams', 'SharePoint Online' and 'OneDrive', including the ability to list drive folder contents, upload and download files, send messages, and retrieve data lists. Also provides a full-featured 'Outlook' email client, with the ability to send emails and manage emails and mail folders."
mime,0.12,tools,,https://cran.rstudio.com/src/contrib,"Guesses the MIME type from a filename extension using the data
    derived from /etc/mime.types in UNIX-type systems."
mindthegap,1.0.0,"magrittr, dplyr, tidyr, glue, googlesheets4, usethis, readr,
forcats, scales, vroom, ggplot2, extrafont, extrafontdb,
gridExtra, stringr, grDevices, utils, purrr, rlang, tidyselect","googledrive, devtools, knitr, rmarkdown","https://github.com/USAID-OHA-SI/mindthegap,
https://usaid-oha-si.github.io/mindthegap,
https://usaid-oha-si.github.io/mindthegap/",Package to pull UNAIDS estimates as well as plot trends in UNAIDS 90-90-90 goals and ART coverage gap by country.
miniUI,0.1.1.1,"shiny (>= 0.13), htmltools (>= 0.3), utils",,https://cran.rstudio.com/src/contrib,"Provides UI widget and layout functions for writing Shiny apps
    that work well on small screens."
minqa,1.2.4,Rcpp (>= 0.9.10),,https://cran.rstudio.com/src/contrib,"Derivative-free optimization by quadratic approximation
        based on an interface to Fortran implementations by M. J. D.
        Powell."
ModelMetrics,1.2.2.2,"Rcpp, data.table",testthat,https://cran.rstudio.com/src/contrib,"Collection of metrics for evaluating models written in C++ using 'Rcpp'. Popular metrics include area under the curve, log loss, root mean square error, etc."
modelr,0.1.8,"broom, magrittr, purrr (>= 0.2.2), rlang (>= 0.2.0), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs","compiler, covr, ggplot2, testthat",https://cran.rstudio.com/src/contrib,"Functions for modelling that help you seamlessly
    integrate modelling into a pipeline of data manipulation and
    visualisation."
mstrio,11.3.0.1,"httr (>= 1.4.1), crul, openssl (>= 1.4.1), jsonlite (>= 1.6),
methods, data.table, R6, rstudioapi, shinyjs, shiny","httptest, knitr, rmarkdown, testthat",https://cran.rstudio.com/src/contrib,Interface for creating data sets and extracting data through the 'MicroStrategy' REST API. Access the demo API at <https://demo.microstrategy.com/MicroStrategyLibrary/api-docs/index.html>.
munsell,0.5.0,"colorspace, methods","ggplot2, testthat",https://cran.rstudio.com/src/contrib,"Provides easy access to, and manipulation of, the Munsell 
    colours. Provides a mapping between Munsell's 
    original notation (e.g. ""5R 5/10"") and hexadecimal strings suitable 
    for use directly in R graphics. Also provides utilities 
    to explore slices through the Munsell colour tree, to transform 
    Munsell colours and display colour palettes."
nlme,3.1-158,"graphics, stats, utils, lattice","Hmisc, MASS, SASmixed",https://cran.rstudio.com/src/contrib,Fit and compare Gaussian linear and nonlinear mixed-effects models.
nloptr,1.2.2.3,,"testthat (>= 0.8.1), knitr, rmarkdown, inline (>= 0.3.14)",https://cran.rstudio.com/src/contrib,"
    Solve optimization problems using an R interface to NLopt. NLopt is a 
    free/open-source library for nonlinear optimization, providing a common
    interface for a number of different free optimization routines available
    online as well as original implementations of various other algorithms.
    See <http://ab-initio.mit.edu/wiki/index.php/NLopt_Introduction> for more
    information on the available algorithms. During installation of nloptr on 
    Unix-based systems, the installer checks whether the NLopt library is
    installed on the system. If the NLopt library cannot be found, the code
    is compiled using the NLopt source included in the nloptr package."
nnet,7.3-17,,MASS,https://cran.rstudio.com/src/contrib,"Software for feed-forward neural networks with a single
  hidden layer, and for multinomial log-linear models."
nomnoml,0.2.3,"htmlwidgets, png, webshot, lifecycle, rlang","V8, knitr, rmarkdown, testthat, shinytest, covr, spelling",https://cran.rstudio.com/src/contrib,"A tool for drawing sassy 'UML' diagrams based on a simple syntax,
  see <https://www.nomnoml.com>. Supports styling, R Markdown and exporting diagrams 
  in the PNG format."
numDeriv,2016.8-1.1,,,https://cran.rstudio.com/src/contrib,"Methods for calculating (usually) accurate
	numerical first and second order derivatives. Accurate calculations 
	are done using 'Richardson''s' extrapolation or, when applicable, a
	complex step derivative is available. A simple difference 
	method is also provided. Simple difference is (usually) less accurate
	but is much quicker than 'Richardson''s' extrapolation and provides a 
	useful cross-check. 
	Methods are provided for real scalar and vector valued functions."
odbc,1.3.3,"bit64, blob (>= 1.2.0), DBI (>= 1.0.0), hms, methods, rlang,
Rcpp (>= 0.12.11)","covr, DBItest, magrittr, RSQLite, testthat, tibble",https://cran.rstudio.com/src/contrib,A DBI-compatible interface to ODBC databases.
openssl,2.0.2,askpass,"curl, testthat (>= 2.1.0), digest, knitr, rmarkdown,
jsonlite, jose, sodium",https://cran.rstudio.com/src/contrib,"Bindings to OpenSSL libssl and libcrypto, plus custom SSH key parsers.
    Supports RSA, DSA and EC curves P-256, P-384, P-521, and curve25519. Cryptographic
    signatures can either be created and verified manually or via x509 certificates. 
    AES can be used in cbc, ctr or gcm mode for symmetric encryption; RSA for asymmetric
    (public key) encryption or EC for Diffie Hellman. High-level envelope functions 
    combine RSA and AES for encrypting arbitrary sized data. Other utilities include key
    generators, hash functions (md5, sha1, sha256, etc), base64 encoder, a secure random
    number generator, and 'bignum' math methods for manually performing crypto 
    calculations on large multibyte integers."
openxlsx,4.2.5,"grDevices, methods, Rcpp, stats, stringi, utils, zip","knitr, rmarkdown, roxygen2, testthat",https://cran.rstudio.com/src/contrib,"Simplifies the creation of Excel .xlsx files by providing a
    high level interface to writing, styling and editing worksheets.
    Through the use of 'Rcpp', read/write times are comparable to the
    'xlsx' and 'XLConnect' packages with the added benefit of removing the
    dependency on Java."
orcutt,2.3,stats,,https://cran.rstudio.com/src/contrib,Solve first order autocorrelation problems using an iterative method. This procedure estimates both autocorrelation and beta coefficients recursively until we reach the convergence (8th decimal as default). The residuals are computed after estimating Beta using EGLS approach and Rho is estimated using the previous residuals.
packcircles,0.3.4,Rcpp (>= 1.0.0),"ggiraph, ggplot2, knitr, rmarkdown, lpSolve",https://cran.rstudio.com/src/contrib,Algorithms to find arrangements of non-overlapping circles.
paint,0.1.4,"crayon, keypress, pryr, purrr, RColorBrewer, utils, vctrs,
viridisLite","spData, tibble, tsibble, data.table, sf, testthat (>= 3.0.0),
dplyr, tidyr, palmerpenguins, rlang",https://github.com/MilesMcBain/paint-,"Provides an alternative to the print() methods provided by the authors
  of `data.frame` objects: `tibble`, `sf`, `data.table`, `data.frame`."
paletteer,1.4.0,"prismatic, rematch2, rlang, rstudioapi","covr, gameofthrones (>= 1.0.0), ggplot2 (>= 3.3.0), ggthemes
(>= 4.0.0), harrypotter (>= 2.1.0), knitr, oompaBase, palr,
pals, rmarkdown, scico, testthat (>= 2.1.0), vdiffr,
viridisLite",https://cran.rstudio.com/src/contrib,"The choices of color palettes in R can be quite
    overwhelming with palettes spread over many packages with many
    different API's. This packages aims to collect all color palettes
    across the R ecosystem under the same package with a streamlined API."
palmerpenguins,0.1.0,,"knitr, rmarkdown, tibble, ggplot2, dplyr, tidyr, recipes",https://cran.rstudio.com/src/contrib,"Size measurements, clutch observations, and blood isotope ratios for adult foraging Adélie, Chinstrap, and Gentoo penguins observed on islands in the Palmer Archipelago near Palmer Station, Antarctica. Data were collected and made available by Dr. Kristen Gorman and the Palmer Station Long Term Ecological Research (LTER) Program. "
parallelly,1.30.0,"parallel, tools, utils",,https://cran.rstudio.com/src/contrib,"Utility functions that enhance the 'parallel' package and support the built-in parallel backends of the 'future' package.  For example, availableCores() gives the number of CPU cores available to your R process as given by the operating system, 'cgroups' and Linux containers, R options, and environment variables, including those set by job schedulers on high-performance compute clusters. If none is set, it will fall back to parallel::detectCores(). Another example is makeClusterPSOCK(), which is backward compatible with parallel::makePSOCKcluster() while doing a better job in setting up remote cluster workers without the need for configuring the firewall to do port-forwarding to your local computer."
patchwork,1.1.1,"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics","knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png",https://cran.rstudio.com/src/contrib,"The 'ggplot2' package provides a strong API for sequentially 
    building up a plot, but does not concern itself with composition of multiple
    plots. 'patchwork' is a package that expands the API to allow for 
    arbitrarily complex composition of plots by, among others, providing 
    mathematical operators for combining multiple plots. Other packages that try 
    to address this need (but with a different approach) are 'gridExtra' and 
    'cowplot'."
pbkrtest,0.5.1,"broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel, knitr",,https://cran.rstudio.com/src/contrib,"Test in mixed effects models. Attention is on mixed
    effects models as implemented in the 'lme4' package. For linear
    mixed models, this package implements (1) a parametric bootstrap
    test, (2) a Kenward-Roger-typ modification of F-tests for linear
    mixed effects models and (3) a Satterthwaite-type modification of
    F-tests for linear mixed effects models. The package also
    implements a parametric bootstrap test for generalized linear
    mixed models.  The facilities of the package are documented in the
    paper by Halehoh and Højsgaard, (2012,
    <doi:10.18637/jss.v059.i09>).  Please see 'citation(""pbkrtest"")'
    for citation details."
piggyback,0.1.4,"cli, glue, gh, httr, jsonlite, fs, lubridate, memoise","spelling, readr, covr, testthat, knitr, rmarkdown, gert,
withr, magrittr",https://cran.rstudio.com/src/contrib,"Because larger (> 50 MB) data files cannot easily be committed to git,
  a different approach is required to manage data associated with an analysis in a 
  GitHub repository.  This package provides a simple work-around by allowing larger
  (up to 2 GB) data files to piggyback on a repository as assets attached to individual
  GitHub releases.  These files are not handled by git in any way, but instead are
  uploaded, downloaded, or edited directly by calls through the GitHub API. These
  data files can be versioned manually by creating different releases.  This approach
  works equally well with public or private repositories.  Data can be uploaded
  and downloaded programmatically from scripts. No authentication is required to
  download data from public repositories."
pillar,1.8.0,"cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8
(>= 1.1.0), utils, vctrs (>= 0.3.8)","bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr",https://cran.rstudio.com/src/contrib,"Provides 'pillar' and 'colonnade' generics designed
    for formatting columns of data using the full range of colours
    provided by modern terminals."
piton,1.0.0,Rcpp,testthat,https://cran.rstudio.com/src/contrib,"A wrapper around the 'Parsing Expression Grammar Template Library', a C++11 library for generating
    Parsing Expression Grammars, that makes it accessible within Rcpp. With this, developers can implement
    their own grammars and easily expose them in R packages."
pkgbuild,1.3.1,"callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.3.0)","Rcpp, cpp11, testthat, covr",https://cran.rstudio.com/src/contrib,"Provides functions used to build R packages. Locates compilers
  needed to build R packages on various platforms and ensures the PATH is
  configured appropriately so R can use them."
pkgconfig,2.0.3,utils,"covr, testthat, disposables (>= 1.0.3)",https://cran.rstudio.com/src/contrib,"Set configuration options on a per-package basis.
    Options set by a given package only apply to that package,
    other packages are unaffected."
pkgdown,2.0.6,"bslib (>= 0.3.1), callr (>= 2.0.2), cli, desc, digest, downlit
(>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite, magrittr,
memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=
1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1),
yaml","covr, diffviewer, evaluate, htmltools, htmlwidgets, knitr,
lifecycle, methods, openssl, pkgload (>= 1.0.2), rsconnect,
rstudioapi, rticles, sass, testthat (>= 3.1.3), tools",https://cran.rstudio.com/src/contrib,"Generate an attractive and useful website from a source
    package.  'pkgdown' converts your documentation, vignettes, 'README',
    and more to 'HTML' making it easy to share information about your
    package online."
pkgload,1.3.0,"cli (>= 3.3.0), crayon, desc, fs, glue, methods, rlang (>=
1.0.3), rprojroot, utils, withr (>= 2.4.3)","bitops, covr, mathjaxr, pak, pkgbuild, Rcpp, remotes,
rstudioapi, testthat (>= 3.1.0)",https://cran.rstudio.com/src/contrib,"Simulates the process of installing a package and then
    attaching it. This is a key part of the 'devtools' package as it
    allows you to rapidly iterate while developing a package."
plogr,0.2.0,,Rcpp,https://cran.rstudio.com/src/contrib,"
  A simple header-only logging library for C++.
  Add 'LinkingTo: plogr' to 'DESCRIPTION', and '#include <plogr.h>' in your C++ modules to use it."
plyr,1.8.7,Rcpp (>= 0.11.0),"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",https://cran.rstudio.com/src/contrib,"A set of tools that solves a common set of
    problems: you need to break a big problem down into manageable pieces,
    operate on each piece and then put all the pieces back together.  For
    example, you might want to fit a model to each spatial location or
    time point in your study, summarise data by panels or collapse
    high-dimensional arrays to simpler summary statistics. The development
    of 'plyr' has been generously supported by 'Becton Dickinson'."
png,0.1-7,,,https://cran.rstudio.com/src/contrib,"This package provides an easy and simple way to read, write and display bitmap images stored in the PNG format. It can read and write both files and in-memory raw vectors."
polyclip,1.10-0,,,https://cran.rstudio.com/src/contrib,"R port of Angus Johnson's open source library Clipper. Performs polygon clipping operations (intersection, union, set minus, set difference) for polygonal regions of arbitrary complexity, including holes. Computes offset polygons (spatial buffer zones, morphological dilations, Minkowski dilations) for polygonal regions and polygonal lines. Computes Minkowski Sum of general polygons. There is a function for removing self-intersections from polygon data."
polynom,1.4-0,"stats, graphics","knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"A collection of functions to implement a class for univariate
  polynomial manipulations."
praise,1.0.0,,testthat,https://cran.rstudio.com/src/contrib,"Build friendly R packages that
    praise their users if they have done something
    good, or they just need it to feel better."
prettyunits,1.1.1,,"codetools, covr, testthat",https://cran.rstudio.com/src/contrib,"Pretty, human readable formatting of quantities.
    Time intervals: '1337000' -> '15d 11h 23m 20s'.
    Vague time intervals: '2674000' -> 'about a month ago'.
    Bytes: '1337' -> '1.34 kB'."
prismatic,1.1.0,"graphics, farver (>= 2.0.1), grDevices","covr, crayon, testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"Manipulate and visualize colors in a intuitive,
    low-dependency and functional way."
pROC,1.18.0,"methods, plyr, Rcpp (>= 0.11.1)","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",https://cran.rstudio.com/src/contrib,"Tools for visualizing, smoothing and comparing receiver operating characteristic (ROC curves). (Partial) area under the curve (AUC) can be compared with statistical tests based on U-statistics or bootstrap. Confidence intervals can be computed for (p)AUC or ROC curves."
processx,3.7.0,"ps (>= 1.2.0), R6, utils","callr (>= 3.7.0), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0), withr",https://cran.rstudio.com/src/contrib,"Tools to run system processes in the background.
    It can check if a background process is running; wait on a background
    process to finish; get the exit status of finished processes; kill
    background processes. It can read the standard output and error of
    the processes, using non-blocking connections. 'processx' can poll
    a process for standard output or error, with a timeout. It can also
    poll several processes at once."
prodlim,2019.11.13,"Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava",,https://cran.rstudio.com/src/contrib,"Fast and user friendly implementation of nonparametric estimators
    for censored event history (survival) analysis. Kaplan-Meier and
    Aalen-Johansen method."
profmem,0.6.0,utils,"R.rsp, markdown, microbenchmark",https://cran.rstudio.com/src/contrib,"A simple and light-weight API for memory profiling of R expressions.  The profiling is built on top of R's built-in memory profiler ('utils::Rprofmem()'), which records every memory allocation done by R (also native code)."
progress,1.2.2,"hms, prettyunits, R6, crayon","Rcpp, testthat, withr",https://cran.rstudio.com/src/contrib,"Configurable Progress bars, they may include percentage,
    elapsed time, and/or the estimated completion time. They work in
    terminals, in 'Emacs' 'ESS', 'RStudio', 'Windows' 'Rgui' and the
    'macOS' 'R.app'. The package also provides a 'C++' 'API', that works
    with or without 'Rcpp'."
progressr,0.10.0,"digest, utils","graphics, tcltk, beepr, crayon, pbmcapply, progress, purrr,
foreach, plyr, doFuture, future, future.apply, furrr,
rstudioapi, shiny, commonmark, base64enc, tools",https://cran.rstudio.com/src/contrib,"A minimal, unifying API for scripts and packages to report progress updates from anywhere including when using parallel processing.  The package is designed such that the developer can to focus on what progress should be reported on without having to worry about how to present it.  The end user has full control of how, where, and when to render these progress updates, e.g. in the terminal using utils::txtProgressBar() or progress::progress_bar(), in a graphical user interface using utils::winProgressBar(), tcltk::tkProgressBar() or shiny::withProgress(), via the speakers using beep::beepr(), or on a file system via the size of a file. Anyone can add additional, customized, progression handlers. The 'progressr' package uses R's condition framework for signaling progress updated. Because of this, progress can be reported from almost anywhere in R, e.g. from classical for and while loops, from map-reduce API:s like the lapply() family of functions, 'purrr', 'plyr', and 'foreach'. It will also work with parallel processing via the 'future' framework, e.g. future.apply::future_lapply(), furrr::future_map(), and 'foreach' with 'doFuture'. The package is compatible with Shiny applications."
promises,1.2.0.1,"R6, Rcpp, later, rlang, stats, magrittr","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",https://cran.rstudio.com/src/contrib,"Provides fundamental abstractions for doing asynchronous programming
    in R using promises. Asynchronous programming is useful for allowing a single
    R process to orchestrate multiple tasks in the background while also attending
    to something else. Semantics are similar to 'JavaScript' promises, but with a
    syntax that is idiomatic R."
proto,1.0.0,,"testthat, covr",https://cran.rstudio.com/src/contrib,"An object oriented system using object-based, also
	called prototype-based, rather than class-based object oriented ideas."
protolite,2.1.1,"Rcpp (>= 0.12.12), jsonlite","spelling, curl, testthat, RProtoBuf, sf",https://cran.rstudio.com/src/contrib,"Pure C++ implementations for reading and writing several common data 
    formats based on Google protocol-buffers. Currently supports 'rexp.proto' for 
    serialized R objects, 'geobuf.proto' for binary geojson, and 'mvt.proto' for 
    vector tiles. This package uses the auto-generated C++ code by protobuf-compiler, 
    hence the entire serialization is optimized at compile time. The 'RProtoBuf' 
    package on the other hand uses the protobuf runtime library to provide a general-
    purpose toolkit for reading and writing arbitrary protocol-buffer data in R."
proxy,0.4-27,"stats, utils",cba,https://cran.rstudio.com/src/contrib,"Provides an extensible framework for the efficient calculation of auto- and cross-proximities, along with implementations of the most popular ones. "
pryr,0.1.5,"stringr, codetools, methods, Rcpp (>= 0.11.0), lobstr",testthat (>= 0.8.0),https://cran.rstudio.com/src/contrib,"Useful tools to pry back the covers of R and understand the
    language at a deeper level."
ps,1.7.1,utils,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0),",https://cran.rstudio.com/src/contrib,"List, query and manipulate all system processes, on 'Windows',
    'Linux' and 'macOS'."
purrr,0.3.4,"magrittr (>= 1.5), rlang (>= 0.3.1)","covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",https://cran.rstudio.com/src/contrib,"A complete and consistent functional programming
    toolkit for R."
qpdf,1.1,"Rcpp, askpass, curl",testthat,https://cran.rstudio.com/src/contrib,"Content-preserving transformations transformations of PDF files such 
    as split, combine, and compress. This package interfaces directly to the 'qpdf' 
    C++ API and does not require any command line utilities. Note that 'qpdf' does
    not read actual content from PDF files: to extract text and data you need the
    'pdftools' package."
quantmod,0.4.18,curl,"DBI,RMySQL,RSQLite,timeSeries,xml2,downloader,jsonlite(>=
1.1)",https://cran.rstudio.com/src/contrib,"Specify, build, trade, and analyse quantitative financial trading strategies."
quantreg,5.86,"methods, graphics, Matrix, MatrixModels, conquer","tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",https://cran.rstudio.com/src/contrib,"Estimation and inference methods for models of conditional quantiles: 
  Linear and nonlinear parametric and non-parametric (total variation penalized) models 
  for conditional quantiles of a univariate response and several methods for handling
  censored survival data.  Portfolio selection methods based on expected shortfall
  risk are also now included. See Koenker (2006) <doi:10.1017/CBO9780511754098> and
  Koenker et al. (2017) <doi:10.1201/9781315120256>."
